src_lang,dest_lang,latent_lang,avg,sem95_error
de,zh,fr,6.467103958129883e-05,0.00012564659118652344
de,es,fr,0.1717529296875,0.06585693359375
de,ru,fr,0.308837890625,0.070068359375
ru,en,fr,0.0012226104736328125,0.00043511390686035156
ru,zh,fr,1.5854835510253906e-05,2.9265880584716797e-05
ru,es,fr,0.3017578125,0.07989501953125
ru,de,fr,0.318115234375,0.07696533203125
en,zh,es,5.942583084106445e-05,0.00010836124420166016
en,fr,es,0.495361328125,0.07147216796875
en,de,es,0.324951171875,0.077880859375
en,ru,es,0.3720703125,0.07525634765625
zh,en,es,0.00917816162109375,0.0080108642578125
zh,fr,es,0.137939453125,0.050994873046875
zh,de,es,0.09332275390625,0.03997802734375
zh,ru,es,0.1175537109375,0.04541015625
fr,en,es,0.0025310516357421875,0.0012636184692382812
fr,zh,es,1.0073184967041016e-05,1.8417835235595703e-05
fr,de,es,0.06915283203125,0.031707763671875
fr,ru,es,0.235107421875,0.0635986328125
de,en,es,0.00251007080078125,0.00157928466796875
de,zh,es,0.0001251697540283203,0.00024378299713134766
de,fr,es,0.360595703125,0.071533203125
de,ru,es,0.272705078125,0.0709228515625
ru,en,es,0.0028209686279296875,0.0017766952514648438
ru,zh,es,6.955862045288086e-05,0.00013399124145507812
ru,fr,es,0.446533203125,0.0745849609375
ru,de,es,0.33837890625,0.0772705078125
en,zh,de,3.337860107421875e-05,4.655122756958008e-05
en,fr,de,0.5068359375,0.0693359375
en,es,de,0.32080078125,0.07623291015625
en,ru,de,0.375244140625,0.0709228515625
zh,en,de,0.007122039794921875,0.004802703857421875
zh,fr,de,0.1876220703125,0.058197021484375
zh,es,de,0.07049560546875,0.04345703125
zh,ru,de,0.11517333984375,0.0462646484375
fr,en,de,0.0035400390625,0.0018262863159179688
fr,zh,de,3.6656856536865234e-05,6.93202018737793e-05
fr,es,de,0.1796875,0.06414794921875
fr,ru,de,0.236572265625,0.0650634765625
es,en,de,0.003391265869140625,0.00223541259765625
es,zh,de,1.52587890625e-05,2.4974346160888672e-05
es,fr,de,0.484130859375,0.07147216796875
es,ru,de,0.292236328125,0.06793212890625
ru,en,de,0.0037384033203125,0.002285003662109375
ru,zh,de,0.00010037422180175781,0.0001913309097290039
ru,fr,de,0.461181640625,0.06878662109375
ru,es,de,0.3642578125,0.0814208984375
en,zh,ru,0.0014314651489257812,0.002513885498046875
en,fr,ru,0.60302734375,0.0712890625
en,es,ru,0.44873046875,0.080078125
en,de,ru,0.486083984375,0.076904296875
zh,en,ru,0.01276397705078125,0.01355743408203125
zh,fr,ru,0.284912109375,0.06781005859375
zh,es,ru,0.09814453125,0.04888916015625
zh,de,ru,0.1412353515625,0.046630859375
fr,en,ru,0.00907135009765625,0.01081085205078125
fr,zh,ru,0.00018858909606933594,0.00033283233642578125
fr,es,ru,0.25927734375,0.07373046875
fr,de,ru,0.12249755859375,0.050018310546875
es,en,ru,0.00887298583984375,0.010986328125
es,zh,ru,0.000537872314453125,0.0010347366333007812
es,fr,ru,0.638671875,0.0694580078125
es,de,ru,0.45849609375,0.081298828125
de,en,ru,0.008636474609375,0.01056671142578125
de,zh,ru,0.0003693103790283203,0.000621795654296875
de,fr,ru,0.52001953125,0.0711669921875
de,es,ru,0.330078125,0.07489013671875
